"id","name","date","dating_notes","xlong","ylat","date_type","morph","azimuth","area","trait_1","trait_2","trait_3","trait_4","trait_5","trait_6","trait_7","trait_8","xeast","ynorth"
691,"Russei Chhlop (Pr.)",976.1908,"Date derived through multiple linear regression (Klassen et al. 2018).",104.1581,13.44814,"regression","horseshoe_east",87.436303,1833.143192,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
692,"Kâmpaeng Stoeng Preah Srok",1067.198,"Date derived through multiple linear regression (Klassen et al. 2018).",103.69541,13.46737,"regression","blob",88.399897,4958.19056,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,358687.3,1489253
695,"Unknown",930.5793,"Date derived through multiple linear regression (Klassen et al. 2018).",103.75134,13.45304,"regression","horseshoe_east",66.545931,984.461208,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,364834.8,1487575
696,"Prasat",1021.586,"Date derived through multiple linear regression (Klassen et al. 2018).",103.87089,13.47004,"regression","square",269.311368,1765.952963,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,377787.4,1489392
697,"Prey E Tbong (Pr.)",999,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.87708,13.46786,"graphbased","square",74.248803,1066.241869,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,378453.2,1489156
701,"Toul Nokor Krau",1021.586,"Date derived through multiple linear regression (Klassen et al. 2018).",103.85799,13.46488,"regression","square",86.760305,6206.779513,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,376405.6,1488826
702,"Preah Phtu",901,"Khmer brown glaze ceramics dating to as early as 901 CE (Hendrickson et al. 2008a).",103.8675,13.46962,"empirical","horseshoe_east",77.319767,489.859521,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,377415.2,1489356
703,"Unknown",930.5793,"Date derived through multiple linear regression (Klassen et al. 2018).",103.73184,13.49389,"regression","horseshoe_east",68.096881,875.189388,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,362745.2,1492107
704,"Toul Yey Reat",1087.121,"Date derived through multiple linear regression (Klassen et al. 2018).",104.04033,13.32812,"regression","horseshoe_east",94.236435,452.290307,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,396067.1,1473623
705,"Toul Ta Kong",1021.586,"Date derived through multiple linear regression (Klassen et al. 2018).",104.04581,13.33628,"regression","square",102.804268,2281.221267,FALSE,TRUE,NA,NA,NA,NA,NA,NA,396659.9,1474521
706,"Kôk Ta Khung",930.5793,"Date derived through multiple linear regression (Klassen et al. 2018).",104.04638,13.33624,"regression","square",103.392574,549.31831,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,396725.7,1474518
707,"Trâpeang Svay",865.0443,"Date derived through multiple linear regression (Klassen et al. 2018).",103.94901,13.40237,"regression","horseshoe_east",97.815235,746.677942,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,386199.6,1481875
708,"Trâpeang Phlou",865.0443,"Date derived through multiple linear regression (Klassen et al. 2018).",103.93723,13.38842,"regression","horseshoe_east",90,1258.821345,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,384925.8,1480342
709,"Phnom Hâp (Pr.)",865.0443,"Date derived through multiple linear regression (Klassen et al. 2018).",104.0239,13.63175,"regression","square",88.998408,799.731884,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,394431.6,1507218
710,"Kâp Chen (Pr.)",865.0443,"Date derived through multiple linear regression (Klassen et al. 2018).",104.2147,13.46555,"regression","horseshoe_east",90,771.427355,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
711,"Wat Mahather",1087.121,"Date derived through multiple linear regression (Klassen et al. 2018).",103.88136,13.64245,"regression","horseshoe_east",79.717527,500.221868,FALSE,TRUE,NA,NA,NA,NA,NA,NA,379013.1,1508462
713,"Trâpeang Sangkae (Pr.)",1087.121,"Date derived through multiple linear regression (Klassen et al. 2018).",104.1498,13.46334,"regression","square",84.035543,1159.557094,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
716,"Ta Moni (Pr.)",1021.586,"Date derived through multiple linear regression (Klassen et al. 2018).",103.71861,13.44932,"regression","horseshoe_east",89.443714,1704.612765,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,361285,1487188
717,"Kouk Chas Mom",899,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.71744,13.4526,"graphbased","square",73.072483,8904.731759,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,361162.6,1487549
718,"Kôk Svay Thom",970,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.77557,13.3869,"graphbased","horseshoe_east",85.724142,967.176278,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,367416,1480250
719,"Unknown",1087.121,"Date derived through multiple linear regression (Klassen et al. 2018).",103.79225,13.37114,"regression","horseshoe_east",84.57704,1303.00422,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,369214.2,1478497
720,"Krol Romeas",1087.121,"Date derived through multiple linear regression (Klassen et al. 2018).",103.86344,13.45834,"regression","circle",88.854279,2216.854088,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,376985.6,1488099
721,"Banteay Thom (Pr.)",1200.5,"Banteay Thom is a large Jayavarman VII temple and enclosure site.  A series of short inscriptions (K. 550, K. 551, and K. 962) are documented from this temple. All inscriptions date to the reign of Jayavarman VII, and refer to the names gods installed in this temple (Coedès 1947). See also Greater Angkor Project 2011.",103.84477,13.47356,"empirical","horseshoe_east",86.952882,6212.822334,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,374955.6,1489796
722,"Nokor Krov I",1041,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.85547,13.45969,"graphbased","horseshoe_east",89.50141,818.638425,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,376121,1488260
723,"Tonle Snguot (Pr.)",1087.121,"Date derived through multiple linear regression (Klassen et al. 2018).",103.85853,13.45974,"regression","square",90,531.049678,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,376440.5,1488266
724,"Unknown",1087.121,"Date derived through multiple linear regression (Klassen et al. 2018).",103.84793,13.4722,"regression","causeway_2",86.268599,3295.964712,TRUE,TRUE,NA,NA,NA,NA,NA,NA,375301.7,1489651
725,"Unknown",1021.586,"Date derived through multiple linear regression (Klassen et al. 2018).",103.83675,13.46218,"regression","horseshoe_east",90.68207,816.149473,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,374093.7,1488527
726,"Unknown",1021.586,"Date derived through multiple linear regression (Klassen et al. 2018).",103.838,13.44785,"regression","square",87.337011,7188.905049,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,374205.1,1486955
728,"Ta Muong",995,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.84056,13.44147,"graphbased","square",87.137571,1409.158229,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,374499.2,1486241
729,"Unknown",1087.121,"Date derived through multiple linear regression (Klassen et al. 2018).",103.82515,13.44921,"regression","horseshoe_east",81.634065,1677.12451,FALSE,TRUE,NA,NA,NA,NA,NA,NA,372822.7,1487112
730,"Bak Kâ (N.T.)",1087.121,"Date derived through multiple linear regression (Klassen et al. 2018).",104.2296,13.48888,"regression",NA,86.63364,1145.311611,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
731,"Sam Yot (Pr.)",1021.586,"Date derived through multiple linear regression (Klassen et al. 2018).",104.1889,13.45379,"regression","causeway_2",90,6147.415849,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
733,"Unknown",1021.586,"Date derived through multiple linear regression (Klassen et al. 2018).",104.1853,13.44745,"regression","horseshoe_east",90,1808.686248,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
734,"Kroes Andas",1021.586,"Date derived through multiple linear regression (Klassen et al. 2018).",103.82821,13.45791,"regression","horseshoe_north",177.878827,1632.874761,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,373159.5,1488077
735,"Kroes Chieng Khim",1021.586,"Date derived through multiple linear regression (Klassen et al. 2018).",103.83082,13.45043,"regression","horseshoe_east",86.278713,1958.481944,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,373431.6,1487252
736,"Unknown",1021.586,"Date derived through multiple linear regression (Klassen et al. 2018).",103.81968,13.45106,"regression","square",93.977792,814.328914,TRUE,TRUE,NA,NA,NA,NA,NA,NA,372230.1,1487324
743,"Kong Pluk (Pr.)",1021.586,"Date derived through multiple linear regression (Klassen et al. 2018).",104.2536,13.47281,"regression","square",90,2115.261301,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
746,"Svay Leu (Pr.)",1021.586,"Date derived through multiple linear regression (Klassen et al. 2018).",104.246,13.55056,"regression",NA,88.81703,3433.397777,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
747,"Roeu (Pr.)",839,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",104.2032,13.60385,"graphbased","horseshoe_east",78.902094,2431.967247,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
749,"Chum Teav (Pr.)",1021.586,"Date derived through multiple linear regression (Klassen et al. 2018).",104.03622,13.52975,"regression","causeway_2",90,1826.795577,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,395715.8,1495926
750,"Kôk Balang",1021.586,"Date derived through multiple linear regression (Klassen et al. 2018).",104.1565,13.63821,"regression",NA,68.715462,1532.580828,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
752,"Ta Ong (Pr.)",901,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",104.2372,13.54717,"graphbased","square",90,2948.982493,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
753,"Prei Prasat (Pr.)",1162,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.84121,13.46021,"graphbased","causeway_2",90,1908.493735,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,374563.5,1488328
754,"Trâpeang  Kansang",1021.586,"Date derived through multiple linear regression (Klassen et al. 2018).",103.84155,13.448,"regression","square",88.768082,4615.593953,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,374606.7,1486970
756,"Put Chhum Rieng (Pr.)",1021.586,"Date derived through multiple linear regression (Klassen et al. 2018).",104.2757,13.54967,"regression","square",82.658757,924.271799,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
759,"Banteay Srei (Pr.)",950,"Date derived from art historical analyses of lintels (Polkinghorne 2007) and inscriptions (Lustig 2009).",103.96299,13.59893,"empirical","causeway_2",90.854972,3522.740908,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,387818.9,1503602
761,"Phnom Dei II",893,"Date derived from analyses of inscriptions (Lustig 2009).",103.98391,13.59685,"empirical","square",90,855.422486,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,390078.6,1503386
762,"Unknown",875,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.8771,13.73948,"graphbased","square",77.692066,1569.622474,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
763,"Unknown",1022,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.8805,13.74114,"graphbased","horseshoe_east",88.507301,683.986849,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA
765,"Neang Kangrei (Pr.)",986,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.86348,13.66015,"graphbased","square",90.545652,2255.620504,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA
766,"Unknown",839,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.88294,13.6539,"graphbased","horseshoe_east",90.166154,1035.035512,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
768,"Unknown",973,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.99537,13.6285,"graphbased","horseshoe_north",87.21704,1623.968712,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,391340.3,1506873
769,"Totei (Pr.)",970,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.99741,13.64657,"graphbased","horseshoe_east",89.111274,2031.082047,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,391558.5,1508862
770,"Ampil Thvear Prei (Pr.)",856,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.9015,13.80604,"graphbased","horseshoe_east",89.488431,1496.249871,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
771,"O Prasat",875,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.9374,13.79499,"graphbased","square",88.363369,757.661154,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
773,"Prei Khmang (Pr.)",873,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.9935,13.73537,"graphbased","causeway_2",90.289392,1393.125861,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
774,"Unknown",1004,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.8351,13.73328,"graphbased","horseshoe_east",90.767308,1352.038859,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA
776,"Trâpeang Beng (Pr.)",856,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",104.1802,13.46934,"graphbased","horseshoe_east",88.726959,1080.090229,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
778,"Vat Prasat (Pr.)",980,"Known date",104.1794,13.42049,"empirical","square",90,1890.196564,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
781,"Unknown",1021.586,"Date derived through multiple linear regression (Klassen et al. 2018).",103.78861,13.44906,"regression","horseshoe_east",89.449097,1470.853206,FALSE,TRUE,NA,NA,NA,NA,NA,NA,368862.2,1487115
782,"Prasat Rolos Khang Tbong (T.)",810,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.77449,13.44537,"graphbased","square",90,1150.849077,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,367333.6,1486716
788,"Bayon (Pr.)",1200.5,"There are no inscriptions related to a king associated with the Bayon, but this temple is conventionally associated with Jayavarman VII (Vickery 2007: 22). There were likely multiple phases of construction (Cunin 2007) with multiple 14C dates (see Data S18).",103.85889,13.44122,"empirical","causeway_4",89.489962,20761.64113,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,376485.1,1486217
789,"Phnom Roung",690,"Date derived from art historical analyses of lintels (Polkinghorne 2007).",103.77092,13.45043,"empirical","square",90,9480.231928,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,366962.3,1487280
790,"Wat Tuol Kpuos",926,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.76419,13.45029,"graphbased","square",98.879472,11870.90517,FALSE,FALSE,NA,NA,NA,NA,NA,NA,366233.8,1487258
791,"Unknown",865.0443,"Date derived through multiple linear regression (Klassen et al. 2018).",103.82699,13.44505,"regression","horseshoe_east",84.289414,4438.931484,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,373037.5,1486667
792,"Unknown",1021.586,"Date derived through multiple linear regression (Klassen et al. 2018).",103.82782,13.44518,"regression","square",82.805877,2160.296298,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,373111.2,1486674
793,"cruciform terrace",1002,"Temple is included in the CCC during Period 3.",NA,NA,"empirical","blob",180.513416,925.248987,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,379570.7,1486776
794,"embarkation terrace",1021.586,"Date derived through multiple linear regression (Klassen et al. 2018).",103.88735,13.44483,"regression","square",180.513416,431.20719,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,379565.8,1486586
795,"Thommanon (Pr.)",1100,"Known Date",103.8776,13.44724,"empirical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,378494.3,1486878
796,"Bayon Sprawl",1200,"Known",103.88237,13.44468,"empirical","horseshoe_east",90.084752,13240.28895,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,379024.2,1486587
797,"Ta Mao (Pr.)",1079,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.88642,13.44294,"graphbased","causeway_2",180.513416,1634.863,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,379449.9,1486388
799,"Eastern Hospital Chapel",1002,"Temple is included in the CCC during Period 3.",NA,NA,"empirical","square",89.916685,627.799761,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,378831.4,1486658
800,"Chau Say Tevoda",1100,"Known",103.8777,13.44539,"empirical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,378506.5,1486667
806,"Kutiçvara",955,"Polkinghorne associates lintel at this temple with Transition C associated with 10th century",103.89984,13.43412,"empirical","horseshoe_east",89.813023,4000.592077,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,380905.2,1485401
807,"Bat Chum (Pr.)",954,"Date derived from art historical analyses of lintels (Polkinghorne 2007) and inscriptions (Lustig 2009).",103.90767,13.42489,"empirical","horseshoe_east",90,4669.257823,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
809,"Unknown",1021.586,"Date derived through multiple linear regression (Klassen et al. 2018).",103.91843,13.42855,"regression","square",100.304791,2177.703811,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,382918.9,1484768
810,"Unknown",1021.586,"Date derived through multiple linear regression (Klassen et al. 2018).",103.8999,13.4122,"regression","causeway_2",91.093579,6295.828405,TRUE,TRUE,NA,NA,NA,NA,NA,NA,380900.9,1482979
811,"Trâpeang Arak Svay",1067.198,"Date derived through multiple linear regression (Klassen et al. 2018).",103.90883,13.40551,"regression","horseshoe_east",80.05951,1204.984619,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,381866.4,1482235
812,"Unknown",1021.586,"Date derived through multiple linear regression (Klassen et al. 2018).",103.88967,13.41982,"regression","horseshoe_east",91.414311,1164.704055,FALSE,TRUE,NA,NA,NA,NA,NA,NA,379785.9,1483832
813,"Unknown",1087.121,"Date derived through multiple linear regression (Klassen et al. 2018).",103.88965,13.4209,"regression","horseshoe_east",179.488452,1171.359472,FALSE,TRUE,NA,NA,NA,NA,NA,NA,379771.2,1483940
814,"Krâvan (Pr.)",921,"Date derived from art historical analyses of lintels (Polkinghorne 2007) and inscriptions (Lustig 2009).",103.89975,13.41977,"empirical","causeway_2",89.60214,7346.503953,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,380898.5,1483813
815,"East Mebon",954,"Temple built in the center of the East Baray and associated with King Rajendravarman (Sahai 2012: 76). There is also a lintel at this temple that dates to this period (Polkinghorne 2007).",103.92011,13.4466,"empirical","square",86.65971,14967.43617,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,383108.3,1486777
816,"Unknown",865.0443,"Date derived through multiple linear regression (Klassen et al. 2018).",103.9258,13.41946,"regression","horseshoe_east",90.09666,1228.699854,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,383711.1,1483768
817,"Top (Pr.)",1067.198,"Date derived through multiple linear regression (Klassen et al. 2018).",103.91984,13.42805,"regression","square",100.304791,2876.069462,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,383083,1484721
818,"Pre Rup (Pr.)",1200,"Date derived from analyses of inscriptions (Lustig 2009).",103.92056,13.43497,"empirical","causeway_4",89.270141,15667.13691,FALSE,TRUE,NA,NA,NA,NA,NA,NA,383151.9,1485491
819,"Kouk Mokak",910.6558,"Date derived through multiple linear regression (Klassen et al. 2018).",103.90393,13.43449,"regression","causeway_2",90.171321,3234.040417,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,381352.4,1485440
820,"Prei Phnom",889,"Temple is included in CCC in Period 2.",NA,NA,"empirical","square",90.355391,847.166036,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,382112.7,1485426
821,"Banteay Samre",1150,"Art historical evidence suggests Angkor Wat style associated with the reign of Suryavarman II (Dagens 2002). Recent study of stone construction materials also suggests association with Angkor Wat period (Uchida et al. 2005).",103.9591,13.44217,"empirical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,387382.5,1486274
822,"Kruos",865.0443,"Date derived through multiple linear regression (Klassen et al. 2018).",103.9671,13.43759,"regression","square",85.81509,3757.566082,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,388169.6,1485750
823,"Unknown",953,"Known",103.84043,13.44028,"empirical","horseshoe_east",88.228482,2406.682416,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,374489.2,1486092
824,"Prei Krous I (Pr.)",1067.198,"Date derived through multiple linear regression (Klassen et al. 2018).",103.88156,13.41987,"regression","square",90,671.472606,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,378910.5,1483844
825,"Prei Kreuk (Pr.)",930.5793,"Date derived through multiple linear regression (Klassen et al. 2018).",103.88144,13.42275,"regression","causeway_4",89.169681,1268.284825,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,378906.3,1484160
826,"Prei (Pr.)",865.0443,"Date derived through multiple linear regression (Klassen et al. 2018).",103.85878,13.39456,"regression","square",86.406441,6985.407014,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,376422,1481059
827,"Mebon Occidental (West Mebon)",713,"Archaeological research suggests a significant Pre-Angkorian population in the area around the West Baray (Pottier et al. 2004). West Mebon temple associated with King Udityavarman II (Jacques and Lafond 2007: 141).  See also Greater Angkor Project 2005-6 to 2010-11 Preliminary Report Series: West Mebon- central platform June 2005.  (Greater Angkor Project, Siem Reap, 2011).",103.80032,13.43425,"empirical","square",90.267735,2700.210564,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,370116,1485472
828,"Unknown",1021.586,"Date derived through multiple linear regression (Klassen et al. 2018).",103.75767,13.43636,"regression","horseshoe_east",69.953728,1799.47494,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,365511.8,1485735
829,"Trâpeang  Kom Phnang",1021.586,"Date derived through multiple linear regression (Klassen et al. 2018).",103.74673,13.44062,"regression","square",66.994868,1517.298602,TRUE,TRUE,NA,NA,NA,NA,NA,NA,364328.3,1486210
830,"Kouk Kpuos",865.0443,"Date derived through multiple linear regression (Klassen et al. 2018).",103.75146,13.43264,"regression","causeway_4",88.999282,7815.23264,TRUE,TRUE,NA,NA,NA,NA,NA,NA,364840.9,1485331
831,"Prei Khmeng (Pr.)",775,"Date derived from art historical analyses of lintels (Polkinghorne 2007).",103.75751,13.42801,"empirical","horseshoe_east",68.085115,1978.219904,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,365491.4,1484804
832,"Ak Yum (Pr.)",1001,"The temple was still active into the 10th century based on inscriptions found here (K. 752). We place an endpoint on the habitation in this area with the construction of the West Baray in the 11th century (Pottier et al. 2001b). The population associated with CCC is reduced to zero and temple communites are instead counted independently as part of the AMA.",103.77684,13.42456,"empirical","square",87.179828,287.438699,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,367571.5,1484426
833,"Unknown",865.0443,"Date derived through multiple linear regression (Klassen et al. 2018).",103.75271,13.41397,"regression","horseshoe_east",87.089121,835.529494,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,364961.6,1483255
834,"Phum O (Pr.)",910.6558,"Date derived through multiple linear regression (Klassen et al. 2018).",103.74808,13.40224,"regression","horseshoe_east",89.66932,1872.070535,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,364450,1481961
835,"Kôk Ta Svay",1021.586,"Date derived through multiple linear regression (Klassen et al. 2018).",103.73939,13.4054,"regression","square",90.89517,3613.289178,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,363507.9,1482313
836,"Tuol Kou",1021.586,"Date derived through multiple linear regression (Klassen et al. 2018).",103.75876,13.39294,"regression","horseshoe_east",88.651987,710.472363,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,365601.4,1480925
837,"Unknown",1021.586,"Date derived through multiple linear regression (Klassen et al. 2018).",103.75714,13.39623,"regression","horseshoe_east",88.842693,829.423127,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,365427.9,1481292
838,"Unknown",1021.586,"Date derived through multiple linear regression (Klassen et al. 2018).",103.75551,13.40128,"regression","horseshoe_east",89.917679,1149.385662,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,365256.6,1481852
839,"Anluong Ok",1021.586,"Date derived through multiple linear regression (Klassen et al. 2018).",103.76293,13.40139,"regression","horseshoe_east",83.345551,604.304007,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,366056.6,1481858
840,"Unknown",865.0443,"Date derived through multiple linear regression (Klassen et al. 2018).",103.77944,13.40573,"regression","horseshoe_east",108.687284,1231.652689,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,367849,1482333
841,"Unknown",1021.586,"Date derived through multiple linear regression (Klassen et al. 2018).",103.77084,13.41156,"regression","horseshoe_east",84.225685,801.995024,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,366910.3,1482974
842,"Unknown",1067.198,"Date derived through multiple linear regression (Klassen et al. 2018).",103.75812,13.41671,"regression","square",166.185039,2516.700859,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,365548.6,1483559
843,"Kôk Prasat",865.0443,"Date derived through multiple linear regression (Klassen et al. 2018).",103.77301,13.4179,"regression","horseshoe_north",180,757.809443,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,367167.9,1483671
844,"Kouk Neak Ta Kuong",865.0443,"Date derived through multiple linear regression (Klassen et al. 2018).",103.79926,13.39991,"regression","causeway_2",85.220473,906.925909,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,370017.7,1481674
845,"Unknown",1021.586,"Date derived through multiple linear regression (Klassen et al. 2018).",103.80229,13.40292,"regression","horseshoe_east",89.59787,1412.648319,TRUE,TRUE,NA,NA,NA,NA,NA,NA,370327.4,1482011
846,"Anloung Chen",1021.586,"Date derived through multiple linear regression (Klassen et al. 2018).",103.80367,13.4052,"regression","horseshoe_east",88.41984,2118.165131,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,370493,1482256
847,"Unknown",910.6558,"Date derived through multiple linear regression (Klassen et al. 2018).",103.78458,13.41314,"regression","horseshoe_east",73.831902,1823.044533,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,368413.9,1483147
