"id","name","date","dating_notes","xlong","ylat","date_type","morph","azimuth","area","trait_1","trait_2","trait_3","trait_4","trait_5","trait_6","trait_7","trait_8","xeast","ynorth"
268,"Banteay Ampil (Pr.)",1132.733,"Date derived through multiple linear regression (Klassen et al. 2018).",104.0905,13.41513,"regression","square",90.575556,1485.427952,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,401536.9,1483228
269,"Kouk Thmei",976.1908,"Date derived through multiple linear regression (Klassen et al. 2018).",104.07942,13.40896,"regression","square",89.514457,1336.190083,FALSE,TRUE,NA,NA,NA,NA,NA,NA,400340.8,1482546
270,"Kouk Ta Krem",1087.121,"Date derived through multiple linear regression (Klassen et al. 2018).",104.07967,13.4111,"regression","horseshoe_east",90,1312.71101,FALSE,TRUE,NA,NA,NA,NA,NA,NA,400371.4,1482781
271,"Unknown",856,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",104.05657,13.4049,"graphbased","horseshoe_east",75.963757,3016.987743,TRUE,TRUE,NA,NA,NA,NA,NA,NA,397871.8,1482112
272,"Don Pheng (Pr.)",976.1908,"Date derived through multiple linear regression (Klassen et al. 2018).",104.01869,13.40486,"regression","horseshoe_east",90,1434.148155,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,393755.9,1482116
274,"Kuk Top Thom",1132.732889,"Date derived through multiple linear regression (Klassen et al. 2018).",104.226422,13.474849,"regression","square",89.396911,626.261147,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
275,"Kouk Trâpeang Svay",976.1908,"Date derived through multiple linear regression (Klassen et al. 2018).",104.00163,13.39787,"regression","horseshoe_east",90,2220.809516,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,391907.6,1481353
276,"Unknown",930.5793,"Date derived through multiple linear regression (Klassen et al. 2018).",103.9957,13.38428,"regression","horseshoe_east",85.710859,851.967466,TRUE,TRUE,NA,NA,NA,NA,NA,NA,391252.1,1479854
277,"Kanhchon Ta Em",1132.733,"Date derived through multiple linear regression (Klassen et al. 2018).",104.00173,13.39531,"regression","horseshoe_east",95.806706,1497.28084,TRUE,TRUE,NA,NA,NA,NA,NA,NA,391914.5,1481071
278,"Kôk Kâmnâp",930.5793,"Date derived through multiple linear regression (Klassen et al. 2018).",104.02474,13.36349,"regression","square",88.264243,5108.421681,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,394396.4,1477540
279,"Kro Lok Konseng",976.1908,"Date derived through multiple linear regression (Klassen et al. 2018).",104.03964,13.39163,"regression","horseshoe_east",94.553834,1345.178291,TRUE,TRUE,NA,NA,NA,NA,NA,NA,396017.4,1480651
280,"Kôk Kroes",1087.121,"Date derived through multiple linear regression (Klassen et al. 2018).",104.035,13.36898,"regression","horseshoe_east",90.79567,1132.841255,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,395502.8,1478151
281,"Kale Kalo (Pr.)",976.1908,"Date derived through multiple linear regression (Klassen et al. 2018).",104.05002,13.40105,"regression","square",108.962267,2116.893124,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,397134.1,1481685
282,"Wat Pongro",976.1908,"Date derived through multiple linear regression (Klassen et al. 2018).",104.04336,13.36171,"regression","square",90,4635.906165,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,396407.3,1477336
283,"Kôk Yeay Mau",1111,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",104.04899,13.36392,"graphbased","horseshoe_east",89.759309,933.624377,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,397021.6,1477584
284,"Trâpeang Roung (Pr.)",976.1908,"Date derived through multiple linear regression (Klassen et al. 2018).",104.04894,13.38561,"regression","horseshoe_east",95.042434,4243.701644,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA
285,"Krulok Tasek",976.1908,"Date derived through multiple linear regression (Klassen et al. 2018).",104.04461,13.38832,"regression","causeway_2",83.60378,1410.286704,TRUE,TRUE,NA,NA,NA,NA,NA,NA,396567.7,1480276
287,"Kôk Prasat Satamot",976.1908,"Date derived through multiple linear regression (Klassen et al. 2018).",103.94193,13.35569,"regression","horseshoe_east",88.736285,568.96845,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA
288,"Kôk Trâpeang Khtum (Pr.)",1199,"Known",104.02201,13.32638,"empirical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394080.6,1473448
289,"Kôk Trâpeang Kol",976.1908,"Date derived through multiple linear regression (Klassen et al. 2018).",104.02777,13.33218,"regression","horseshoe_east",84.709958,2200.15231,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,394706.1,1474073
290,"Prasat Khnar (T.)",976.1908,"Date derived through multiple linear regression (Klassen et al. 2018).",103.76903,13.37615,"regression","horseshoe_east",85.065838,1724.513277,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,366707,1479075
291,"Unknown",976.1908,"Date derived through multiple linear regression (Klassen et al. 2018).",103.76485,13.38285,"regression","horseshoe_east",78.151058,1580.841938,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,366258,1479808
292,"Kanh Chon Chuk",1087.121,"Date derived through multiple linear regression (Klassen et al. 2018).",103.70695,13.61991,"regression","square",81.006216,1220.388799,TRUE,TRUE,NA,NA,NA,NA,NA,NA,360127.8,1506062
293,"Kouk Kos",1087.121,"Date derived through multiple linear regression (Klassen et al. 2018).",103.7668,13.36368,"regression","square",68.477398,1336.948132,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,366454.2,1477687
294,"Prâma Wat",976.1908,"Date derived through multiple linear regression (Klassen et al. 2018).",103.77008,13.3643,"regression","square",90,1897.856689,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,366813.2,1477751
295,"Kôk Prei Sa-oy",1087.121,"Date derived through multiple linear regression (Klassen et al. 2018).",103.78406,13.3881,"regression","horseshoe_east",84.289338,1308.355353,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,368332.2,1480378
296,"Kôk Ta Ro",960,"Date derived from art historical analyses of lintels (Polkinghorne 2007).",103.78878,13.38225,"empirical","horseshoe_east",89.646351,1445.103482,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA
297,"Kôk Thlok (Pr.)",970,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.90772,13.32755,"graphbased","horseshoe_east",90,1400.564919,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,381702.2,1473616
298,"Phnom Bok (Pr.)",895,"Date derived from art historical analyses of lintels (Polkinghorne 2007).",103.98319,13.46615,"empirical","square",90,2605.812815,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,389945.9,1488912
299,"Trâpeang Châmbâk (Pr.)",895,"Date derived from art historical analyses of lintels (Polkinghorne 2007).",103.98972,13.46463,"empirical","square",87.316321,671.345152,TRUE,FALSE,NA,NA,NA,NA,NA,NA,390646.6,1488742
300,"Leak Neang (Pr.)",905,"Date derived from art historical analyses of lintels (Polkinghorne 2007) and inscriptions (Lustig 2009).",103.98523,13.47587,"empirical","square",89.370383,6245.477791,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,390162.8,1489986
302,"Kroes Prei Ten",976.1908,"Date derived through multiple linear regression (Klassen et al. 2018).",104.04035,13.31441,"regression","square",85.515488,353.637661,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,396059.3,1472105
303,"Tram Neak",1111,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.89859,13.36211,"graphbased","horseshoe_east",84.21771,2081.023747,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,380737.3,1477448
304,"Don Sô",1075,"Date derived from analyses of inscriptions (Lustig 2009).",103.91202,13.33775,"empirical","horseshoe_east",89.305651,1413.295958,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,382171.8,1474746
305,"Prei Prasat",976.1908,"Date derived through multiple linear regression (Klassen et al. 2018).",103.91037,13.38739,"regression","causeway_2",90,3655.262925,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,382023.5,1480235
306,"Trâpeang Trach (Pr.)",976.1908,"Date derived through multiple linear regression (Klassen et al. 2018).",103.77413,13.45724,"regression","square",90,777.728317,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,367302.6,1488033
307,"Kôk Pô (Pr.)",710,"Date derived from art historical analyses of lintels (Polkinghorne 2007).",103.7755,13.46581,"empirical","horseshoe_north",179.454287,3794.682815,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,367457.7,1488980
308,"Kouk Trâpeang Krol",976.1908,"Date derived through multiple linear regression (Klassen et al. 2018).",103.79501,13.54724,"regression","horseshoe_east",80.288412,1478.095086,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,369611.6,1497975
309,"Kouk Kou",910.6558,"Date derived through multiple linear regression (Klassen et al. 2018).",103.64148,13.52718,"regression","horseshoe_east",87.75296,903.78446,TRUE,TRUE,NA,NA,NA,NA,NA,NA,352979.8,1495849
310,"Kouk Ta Di",1132.733,"Date derived through multiple linear regression (Klassen et al. 2018).",103.63492,13.53015,"regression","horseshoe_east",85.741175,1653.45143,FALSE,TRUE,NA,NA,NA,NA,NA,NA,352276,1496175
311,"Kouk Kou Trâpeang Khnar",976.1908,"Date derived through multiple linear regression (Klassen et al. 2018).",103.65314,13.56354,"regression","horseshoe_east",89.246135,4452.41509,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,354256.1,1499848
312,"Kouk Kou Trâpeang Run",930.5793,"Date derived through multiple linear regression (Klassen et al. 2018).",103.62997,13.57614,"regression","horseshoe_east",94.807958,1317.916324,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,351771.2,1501265
313,"Kouk Trâpeang Svay",930.5793,"Date derived through multiple linear regression (Klassen et al. 2018).",103.76429,13.52575,"regression","horseshoe_east",78.326274,832.667175,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,366271.2,1495616
314,"Wat Chas",930.5793,"Date derived through multiple linear regression (Klassen et al. 2018).",103.87604,13.55806,"regression","causeway_2",90,3181.926638,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,378388.5,1499127
315,"Tuol Bromork",976.1908,"Date derived through multiple linear regression (Klassen et al. 2018).",104.00929,13.50041,"regression","square",90,6712.438361,TRUE,TRUE,NA,NA,NA,NA,NA,NA,392781.7,1492700
316,"Tuol Trâpeang Lboeuk",976.1908,"Date derived through multiple linear regression (Klassen et al. 2018).",104.0162,13.4876,"regression","horseshoe_east",88.492594,2569.95615,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,393521.6,1491309
317,"Samrong (Pr.)",976.1908,"Date derived through multiple linear regression (Klassen et al. 2018).",104.02647,13.3578,"regression","square",89.709153,15681.74211,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,394589.1,1476905
318,"Kôk Kanhchoan Ta Soch",1132.733,"Date derived through multiple linear regression (Klassen et al. 2018).",104.04416,13.33384,"regression","square",90,1336.598921,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,396478.2,1474256
319,"Kôk Châmbâk Lâ",976.1908,"Date derived through multiple linear regression (Klassen et al. 2018).",104.04791,13.34006,"regression","causeway_2",90,1588.107262,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,396890.6,1474938
320,"Kôk Neak Ta",899.5,"Date derived from analyses of inscriptions (Lustig 2009).",104.08369,13.32875,"empirical","square",89.735953,4562.864467,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA
321,"Anlong La-âk (T.)",1004,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.79116,13.66506,"graphbased","horseshoe_east",73.610395,496.209099,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,369261.5,1511011
322,"Kôk Ta Suos",976.1908,"Date derived through multiple linear regression (Klassen et al. 2018).",104.03972,13.28461,"regression","horseshoe_east",90,1010.859342,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,395977.4,1468805
323,"Kôk Prasat Khnar Toch",976.1908,"Date derived through multiple linear regression (Klassen et al. 2018).",104.04965,13.35082,"regression","horseshoe_east",89.559243,1479.238122,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,397086.4,1476134
324,"Kôk Kroes",1132.733,"Date derived through multiple linear regression (Klassen et al. 2018).",104.05682,13.32544,"regression","horseshoe_east",88.919072,1970.292329,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,397851.1,1473322
325,"Svay Sâ (Pr.)",1067.198,"Date derived through multiple linear regression (Klassen et al. 2018).",104.0679,13.32965,"regression","horseshoe_east",83.198681,2374.181831,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,399046.4,1473782
326,"Kôk O Krah",910.6558,"Date derived through multiple linear regression (Klassen et al. 2018).",104.06221,13.33602,"regression","horseshoe_east",85.643038,3043.57393,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,398438.4,1474491
328,"Khla Krahoem (Pr.)",1021.586,"Date derived through multiple linear regression (Klassen et al. 2018).",104.07263,13.35399,"regression","horseshoe_east",102.707099,1836.248301,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,399574.2,1476476
329,"Unknown",976.1908,"Date derived through multiple linear regression (Klassen et al. 2018).",104.0724,13.34578,"regression","square",106.448612,2953.688708,TRUE,FALSE,NA,NA,NA,NA,NA,NA,399326.6,1475562
330,"Don Diev (Pr.)",985,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",104.07614,13.34673,"graphbased","horseshoe_east",89.569191,1383.461886,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,399950.6,1475666
331,"Unknown",1132.733,"Date derived through multiple linear regression (Klassen et al. 2018).",104.07153,13.32528,"regression","horseshoe_east",89.52255,1780.532326,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,399450.3,1473301
332,"Ta Chey (Pr.)",976.1908,"Date derived through multiple linear regression (Klassen et al. 2018).",104.0868,13.33866,"regression","horseshoe_east",87.195195,1469.433342,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,401105.6,1474769
333,"Kôk Kroes",865.0443,"Date derived through multiple linear regression (Klassen et al. 2018).",104.07909,13.35063,"regression","horseshoe_east",80.357279,1381.626449,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,400274.4,1476095
334,"Kôk Kroes",930.5793,"Date derived through multiple linear regression (Klassen et al. 2018).",104.10171,13.32918,"regression","horseshoe_east",90.504798,1439.887836,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,402717.9,1473717
335,"Kôk Prasat",905,"Date derived from art historical analyses of lintels (Polkinghorne 2007).",104.10397,13.33299,"empirical","horseshoe_east",90,2358.580113,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,402958.9,1474138
336,"Sema (Pr.)",930.5793,"Date derived through multiple linear regression (Klassen et al. 2018).",104.11382,13.35056,"regression","square",90,1780.532326,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA
337,"Tuol Trâpeang Ta Sen",976.1908,"Date derived through multiple linear regression (Klassen et al. 2018).",104.1324,13.34899,"regression","horseshoe_east",90,4424.176517,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,406046.9,1475892
338,"Phnom Phu (Pr.)",905,"Date derived from art historical analyses of lintels (Polkinghorne 2007).",104.13127,13.33557,"empirical","horseshoe_east",90,1726.020146,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,405915.6,1474409
339,"Kôk Prasat Savatei",930.5793,"Date derived through multiple linear regression (Klassen et al. 2018).",104.10258,13.30718,"regression","horseshoe_east",89.370398,8120.62566,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,402806.3,1471279
340,"Kôk Chan",839,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",104.08881,13.31928,"graphbased","horseshoe_east",88.781079,1506.114632,FALSE,TRUE,NA,NA,NA,NA,NA,NA,401311.9,1472626
341,"Kouk Chan",992,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",104.08554,13.32165,"graphbased","square",104.765391,7424.170311,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,400959.1,1472889
342,"Kouk Ta Sen",980,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",104.0882,13.29914,"graphbased","horseshoe_east",108.889666,2103.569074,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,401234.4,1470402
343,"Kouk Som Rong",970,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",104.08353,13.29246,"graphbased","horseshoe_east",106.745727,1299.560146,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,400709.7,1469664
344,"Kouk Trâpeang Khnang",865.0443,"Date derived through multiple linear regression (Klassen et al. 2018).",104.0385,13.26854,"regression","horseshoe_east",88.958402,941.110486,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,395837.7,1467022
345,"Unknown",976.1908,"Date derived through multiple linear regression (Klassen et al. 2018).",104.01737,13.27733,"regression","square",114.341115,10007.32282,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,393551.1,1468020
346,"Tuol Ta Sok",1059,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",104.08209,13.2926,"graphbased","horseshoe_north",354.336272,1208.559533,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,400570.5,1469667
347,"Kôk Tbong",976.1908,"Date derived through multiple linear regression (Klassen et al. 2018).",104.06631,13.31099,"regression","horseshoe_east",89.51577,2895.073253,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,398868.9,1471712
348,"Kôk Yeay Mau",910.6558,"Date derived through multiple linear regression (Klassen et al. 2018).",104.0721,13.28914,"regression","horseshoe_east",93.453306,5857.673504,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,399501,1469299
349,"Khbon (Pr.)",930.5793,"Date derived through multiple linear regression (Klassen et al. 2018).",104.06793,13.288,"regression","horseshoe_east",90.24423,1244.705728,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,399039.2,1469177
350,"Kôk Neak Ta",910.6558,"Date derived through multiple linear regression (Klassen et al. 2018).",104.06374,13.31542,"regression","horseshoe_east",71.318127,2463.977749,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,398597.7,1472205
351,"Kôk Kon Sat (Pr.)",865.0443,"Date derived through multiple linear regression (Klassen et al. 2018).",104.06364,13.31773,"regression","horseshoe_east",90.902248,2374.434301,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,398598.4,1472462
352,"Kouk Tet",1067.198,"Date derived through multiple linear regression (Klassen et al. 2018).",104.04866,13.30615,"regression","square",105.732008,3941.279828,TRUE,TRUE,NA,NA,NA,NA,NA,NA,396960.1,1471189
353,"Kôk Lâ-âk",1021.586,"Date derived through multiple linear regression (Klassen et al. 2018).",104.05261,13.30561,"regression","horseshoe_east",90,2607.130657,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,397382.1,1471128
354,"Tuol Bos Veang",1067.198,"Date derived through multiple linear regression (Klassen et al. 2018).",104.05685,13.30184,"regression","horseshoe_east",94.170453,1378.858714,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,397836.2,1470720
355,"Kôk Ta Sin",910.6558,"Date derived through multiple linear regression (Klassen et al. 2018).",104.0471,13.29886,"regression","horseshoe_east",89.003723,1913.070057,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,396788.7,1470387
356,"Kôk Neak Ta Ong",1021.586,"Date derived through multiple linear regression (Klassen et al. 2018).",104.05146,13.29374,"regression","horseshoe_east",90,1483.564834,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,397259.4,1469812
357,"Kôk Don Krim",976.1908,"Date derived through multiple linear regression (Klassen et al. 2018).",104.04303,13.29421,"regression","horseshoe_east",90,3103.555783,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,396349.5,1469872
358,"Kôk Vat Chas",1087.121,"Date derived through multiple linear regression (Klassen et al. 2018).",104.02575,13.27725,"regression","horseshoe_east",88.806576,2404.996022,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,394463.5,1468011
359,"Kôk Vat",976.1908,"Date derived through multiple linear regression (Klassen et al. 2018).",104.03093,13.27589,"regression","square",105.732043,4618.346162,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,395030.1,1467843
360,"Kouk Kok Cha",963,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.6742,13.60094,"graphbased","horseshoe_east",89.368125,692.486882,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,356561.4,1503987
361,"Kouk Ta Kong",1041,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",104.05554,13.2624,"graphbased","horseshoe_east",90.56724,1084.426182,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,397674.8,1466351
362,"Kouk Ta Sen",976.1908,"Date derived through multiple linear regression (Klassen et al. 2018).",104.05965,13.2847,"regression","horseshoe_east",107.565024,1447.017881,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,398121.5,1468813
363,"Kôk Kasin",930.5793,"Date derived through multiple linear regression (Klassen et al. 2018).",104.06695,13.2785,"regression","horseshoe_east",90.090744,2585.131222,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,398930.6,1468124
364,"Kôk Ta Mau",1111,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",104.03776,13.29062,"graphbased","horseshoe_east",89.463175,854.326862,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,395775.8,1469474
365,"Kôk Kroes (Pr.)",930.5793,"Date derived through multiple linear regression (Klassen et al. 2018).",104.04478,13.31155,"regression","horseshoe_east",90.329243,5769.116598,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,396543,1471789
366,"Kôk Chhouk Krâhâm",977,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",104.03465,13.32056,"graphbased","blob",114.895479,10583.4353,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,395447.9,1472785
367,"Kouk Ta Sen",1132.733,"Date derived through multiple linear regression (Klassen et al. 2018).",104.04257,13.27272,"regression","horseshoe_east",78.690112,1964.798799,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,396262.1,1467498
368,"Tuol Kouk Dombek",976.1908,"Date derived through multiple linear regression (Klassen et al. 2018).",104.05033,13.26111,"regression","horseshoe_east",90,1730.728592,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,397112.1,1466209
369,"Kôk Yeang Daoch",865.0443,"Date derived through multiple linear regression (Klassen et al. 2018).",104.04131,13.2596,"regression","horseshoe_east",113.574711,1405.590222,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,396148.7,1466043
370,"Kôk Trâbaek",976.1908,"Date derived through multiple linear regression (Klassen et al. 2018).",104.04724,13.25451,"regression","horseshoe_east",109.046611,2010.173925,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,396790.1,1465476
371,"Kouk Ta Tet",976.1908,"Date derived through multiple linear regression (Klassen et al. 2018).",104.03041,13.31588,"regression","square",110.037249,3115.874545,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,394986.8,1472273
372,"Chamrieng (Pr.)",1067.198,"Date derived through multiple linear regression (Klassen et al. 2018).",104.0812,13.28268,"regression","horseshoe_east",83.333261,2981.306931,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA
374,"Kôk Phkam",1111,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",104.05061,13.25026,"graphbased","horseshoe_east",106.606915,1740.423367,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,397149.8,1465005
375,"Kôk Kbal Romeas",930.5792673,"Date derived through multiple linear regression (Klassen et al. 2018).",104.05279,13.2468,"regression","horseshoe_east",99.950665,2857.185311,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA
376,"Kanhchon Kantor",999,"Date derived through graph-based semi-supervised machine learning (Klassen et al. 2018).",103.87773,13.5081,"graphbased","square",106.151887,7351.335274,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,378518.5,1493598
377,"Prey Chor",1067.198,"Date derived through multiple linear regression (Klassen et al. 2018).",103.87668,13.59028,"regression","square",91.252171,5417.621766,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,378505.4,1502681
378,"Phnom Dei",1087.121,"Date derived through multiple linear regression (Klassen et al. 2018).",104.02072,13.30443,"regression","horseshoe_east",91.390379,8472.114403,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA
379,"Kôk Kanes",976.1908,"Date derived through multiple linear regression (Klassen et al. 2018).",104.02089,13.3106,"regression","horseshoe_east",94.0856,1965.121986,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,393955.8,1471694
380,"Unknown",1132.733,"Date derived through multiple linear regression (Klassen et al. 2018).",104.04538,13.33797,"regression","horseshoe_east",102.724374,1142.605803,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,396621.1,1474710
381,"Kanhchon Hom",1087.121,"Date derived through multiple linear regression (Klassen et al. 2018).",103.86469,13.53803,"regression","horseshoe_east",106.476865,1363.435412,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,377142.4,1496925
382,"Kouk Bos Thom",1087.121,"Date derived through multiple linear regression (Klassen et al. 2018).",103.77995,13.52323,"regression","square",89.913955,3249.185077,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
383,"Kouk Don Mei",930.5793,"Date derived through multiple linear regression (Klassen et al. 2018).",103.74175,13.51938,"regression","horseshoe_east",70.067492,1236.989848,TRUE,TRUE,NA,NA,NA,NA,NA,NA,363834.6,1494924
384,"Tuol Don Ey",1132.733,"Date derived through multiple linear regression (Klassen et al. 2018).",103.785,13.51665,"regression","horseshoe_east",87.247491,752.331759,TRUE,TRUE,NA,NA,NA,NA,NA,NA,368504.8,1494598
